Datetime,Open,High,Low,Close,Adj Close,Volume
2024-09-30 09:30:00-04:00,705.0,705.3099975585938,703.6400146484375,705.3099975585938,705.3099975585938,65545
2024-09-30 09:31:00-04:00,706.0156860351562,706.0156860351562,706.0156860351562,706.0156860351562,706.0156860351562,5271
2024-09-30 09:32:00-04:00,706.5399780273438,706.5399780273438,705.89990234375,706.5399780273438,706.5399780273438,1913
2024-09-30 09:33:00-04:00,706.4426879882812,706.4426879882812,706.4426879882812,706.4426879882812,706.4426879882812,2326
2024-09-30 09:34:00-04:00,706.8945922851562,706.8945922851562,706.8945922851562,706.8945922851562,706.8945922851562,4199
2024-09-30 09:35:00-04:00,708.9400024414062,708.9400024414062,708.9400024414062,708.9400024414062,708.9400024414062,10693
2024-09-30 09:36:00-04:00,708.5701293945312,710.6494140625,708.5701293945312,710.5700073242188,710.5700073242188,10032
2024-09-30 09:37:00-04:00,710.5,711.2100219726562,710.3596801757812,710.8300170898438,710.8300170898438,17293
2024-09-30 09:38:00-04:00,710.5,710.6599731445312,710.02001953125,710.1300048828125,710.1300048828125,9132
2024-09-30 09:39:00-04:00,709.77001953125,709.969970703125,708.7745971679688,709.0,709.0,5414
2024-09-30 09:40:00-04:00,708.7000122070312,709.0449829101562,708.1649780273438,708.2000122070312,708.2000122070312,4078
2024-09-30 09:41:00-04:00,708.010498046875,708.1470947265625,707.6099853515625,707.6099853515625,707.6099853515625,3531
2024-09-30 09:42:00-04:00,707.9600219726562,708.0499877929688,706.4508056640625,706.8964233398438,706.8964233398438,8776
2024-09-30 09:43:00-04:00,706.844970703125,706.9099731445312,706.6599731445312,706.9099731445312,706.9099731445312,3806
2024-09-30 09:44:00-04:00,706.9099731445312,707.9849853515625,706.8900146484375,707.9451904296875,707.9451904296875,4836
2024-09-30 09:45:00-04:00,707.9600219726562,708.1782836914062,707.3400268554688,708.1099853515625,708.1099853515625,5357
2024-09-30 09:46:00-04:00,707.7050170898438,708.4500122070312,707.7050170898438,708.0,708.0,4164
2024-09-30 09:47:00-04:00,708.1300048828125,708.9000244140625,708.1300048828125,708.9000244140625,708.9000244140625,2386
2024-09-30 09:48:00-04:00,709.1599731445312,709.1599731445312,708.52001953125,708.52001953125,708.52001953125,1983
2024-09-30 09:49:00-04:00,708.1749877929688,708.1749877929688,707.935302734375,708.0800170898438,708.0800170898438,1359
2024-09-30 09:50:00-04:00,707.6599731445312,708.30908203125,707.6599731445312,708.1199951171875,708.1199951171875,1841
2024-09-30 09:51:00-04:00,708.2100219726562,708.2100219726562,707.6799926757812,707.6799926757812,707.6799926757812,1812
2024-09-30 09:52:00-04:00,707.8250122070312,707.9299926757812,707.6300048828125,707.8800048828125,707.8800048828125,1727
2024-09-30 09:53:00-04:00,707.760009765625,708.0,707.0004272460938,707.3800048828125,707.3800048828125,5036
2024-09-30 09:54:00-04:00,707.5900268554688,707.5900268554688,707.4000244140625,707.4000244140625,707.4000244140625,727
2024-09-30 09:55:00-04:00,707.5880737304688,707.5880737304688,706.1500244140625,706.1500244140625,706.1500244140625,4460
2024-09-30 09:56:00-04:00,706.8599853515625,706.8599853515625,706.8599853515625,706.8599853515625,706.8599853515625,3204
2024-09-30 09:57:00-04:00,706.010009765625,706.010009765625,706.010009765625,706.010009765625,706.010009765625,4774
2024-09-30 09:58:00-04:00,705.8049926757812,705.861328125,705.7568969726562,705.8049926757812,705.8049926757812,2873
2024-09-30 09:59:00-04:00,705.5700073242188,706.0,705.360107421875,705.5700073242188,705.5700073242188,2915
2024-09-30 10:00:00-04:00,705.2100219726562,705.2100219726562,704.6599731445312,704.8800048828125,704.8800048828125,2334
2024-09-30 10:01:00-04:00,705.3400268554688,705.3499145507812,705.0399780273438,705.3099975585938,705.3099975585938,6748
2024-09-30 10:02:00-04:00,705.3499755859375,705.4600219726562,705.125,705.2485961914062,705.2485961914062,2878
2024-09-30 10:03:00-04:00,705.0599975585938,705.0599975585938,704.780029296875,704.8300170898438,704.8300170898438,1489
2024-09-30 10:04:00-04:00,704.510009765625,705.1500244140625,704.3699951171875,704.97998046875,704.97998046875,5490
2024-09-30 10:05:00-04:00,704.5599975585938,704.97998046875,704.5599975585938,704.8599853515625,704.8599853515625,3383
2024-09-30 10:06:00-04:00,704.5275268554688,704.8184814453125,704.3900146484375,704.3900146484375,704.3900146484375,2949
2024-09-30 10:07:00-04:00,704.9699096679688,704.9699096679688,704.1599731445312,704.7899780273438,704.7899780273438,1711
2024-09-30 10:08:00-04:00,704.27001953125,704.4099731445312,704.27001953125,704.280029296875,704.280029296875,2175
2024-09-30 10:09:00-04:00,704.1900024414062,704.7899780273438,703.77001953125,704.7899780273438,704.7899780273438,14329
2024-09-30 10:10:00-04:00,705.4400024414062,705.4400024414062,705.4000244140625,705.405029296875,705.405029296875,1161
2024-09-30 10:11:00-04:00,705.5900268554688,705.5900268554688,705.2999877929688,705.3099975585938,705.3099975585938,1882
2024-09-30 10:12:00-04:00,705.4000244140625,705.60498046875,705.4000244140625,705.5999755859375,705.5999755859375,1584
2024-09-30 10:13:00-04:00,705.3099975585938,705.3099975585938,704.9400024414062,704.9400024414062,704.9400024414062,2538
2024-09-30 10:14:00-04:00,704.72998046875,704.72998046875,703.8699951171875,703.8699951171875,703.8699951171875,2766
2024-09-30 10:15:00-04:00,704.0900268554688,704.4000244140625,704.0800170898438,704.4000244140625,704.4000244140625,2142
2024-09-30 10:16:00-04:00,703.719970703125,703.719970703125,703.2918701171875,703.4000244140625,703.4000244140625,1618
2024-09-30 10:17:00-04:00,703.5784301757812,703.5784301757812,703.375,703.375,703.375,1728
2024-09-30 10:18:00-04:00,703.4769897460938,703.780029296875,703.3099975585938,703.780029296875,703.780029296875,7264
2024-09-30 10:19:00-04:00,703.9949951171875,704.4984741210938,703.5200805664062,704.4984741210938,704.4984741210938,3684
2024-09-30 10:20:00-04:00,703.8499755859375,704.219970703125,703.6893920898438,703.7000122070312,703.7000122070312,1316
2024-09-30 10:21:00-04:00,703.6900024414062,704.0654907226562,703.6599731445312,703.7550048828125,703.7550048828125,3201
2024-09-30 10:22:00-04:00,703.5,703.5,703.5,703.5,703.5,881
2024-09-30 10:23:00-04:00,703.4400024414062,703.8582763671875,703.2949829101562,703.3300170898438,703.3300170898438,2001
2024-09-30 10:24:00-04:00,703.664794921875,704.0,703.3099975585938,703.3099975585938,703.3099975585938,2662
2024-09-30 10:25:00-04:00,703.4299926757812,703.4299926757812,702.8192138671875,702.864990234375,702.864990234375,7568
2024-09-30 10:26:00-04:00,702.9400024414062,704.9099731445312,702.844970703125,704.9099731445312,704.9099731445312,7457
2024-09-30 10:27:00-04:00,704.909912109375,704.909912109375,704.193603515625,704.8040771484375,704.8040771484375,3934
2024-09-30 10:28:00-04:00,704.5499877929688,705.4400024414062,704.5,705.4400024414062,705.4400024414062,2907
2024-09-30 10:29:00-04:00,705.6945190429688,706.3513793945312,705.5,706.1199951171875,706.1199951171875,4056
2024-09-30 10:30:00-04:00,706.27001953125,707.0,706.260009765625,706.260009765625,706.260009765625,5708
2024-09-30 10:31:00-04:00,706.1500244140625,706.9099731445312,706.1500244140625,706.2899780273438,706.2899780273438,5123
2024-09-30 10:32:00-04:00,706.3300170898438,706.3300170898438,705.5700073242188,705.5700073242188,705.5700073242188,2759
2024-09-30 10:33:00-04:00,705.3200073242188,705.8400268554688,704.89501953125,705.8400268554688,705.8400268554688,7094
2024-09-30 10:34:00-04:00,706.030029296875,706.5839233398438,706.02001953125,706.5839233398438,706.5839233398438,2290
2024-09-30 10:35:00-04:00,706.344970703125,706.344970703125,706.0800170898438,706.0800170898438,706.0800170898438,2154
2024-09-30 10:36:00-04:00,706.77001953125,706.77001953125,705.9000244140625,706.0999755859375,706.0999755859375,9670
2024-09-30 10:37:00-04:00,706.0297241210938,706.2000122070312,705.9000244140625,705.9000244140625,705.9000244140625,4186
2024-09-30 10:38:00-04:00,705.8699951171875,706.9199829101562,705.5300903320312,706.6099853515625,706.6099853515625,4297
2024-09-30 10:39:00-04:00,706.6849975585938,707.1300048828125,706.6300048828125,707.0599975585938,707.0599975585938,7245
2024-09-30 10:40:00-04:00,707.0,707.8098754882812,707.0,707.4849853515625,707.4849853515625,7866
2024-09-30 10:41:00-04:00,707.47998046875,707.47998046875,707.47998046875,707.47998046875,707.47998046875,757
2024-09-30 10:42:00-04:00,707.1599731445312,707.3051147460938,707.1400146484375,707.3051147460938,707.3051147460938,1829
2024-09-30 10:43:00-04:00,707.10498046875,707.219970703125,706.9500122070312,706.9500122070312,706.9500122070312,2989
2024-09-30 10:44:00-04:00,707.0999755859375,707.1892700195312,706.780029296875,707.0999755859375,707.0999755859375,2097
