Datetime,Open,High,Low,Close,Adj Close,Volume
2024-09-30 09:30:00-04:00,258.875,259.1099853515625,258.1000061035156,258.4049987792969,258.4049987792969,3243283
2024-09-30 09:31:00-04:00,260.0,261.0,259.95001220703125,260.97650146484375,260.97650146484375,857547
2024-09-30 09:32:00-04:00,261.2900085449219,261.29840087890625,261.2799987792969,261.2799987792969,261.2799987792969,721185
2024-09-30 09:33:00-04:00,261.2900085449219,261.3299865722656,261.2799987792969,261.32598876953125,261.32598876953125,514686
2024-09-30 09:34:00-04:00,262.25,262.3299865722656,262.2001037597656,262.3299865722656,262.3299865722656,851947
2024-09-30 09:35:00-04:00,261.3599853515625,261.4093933105469,261.32000732421875,261.32000732421875,261.32000732421875,493083
2024-09-30 09:36:00-04:00,261.92999267578125,261.92999267578125,261.8800048828125,261.8900146484375,261.8900146484375,446411
2024-09-30 09:37:00-04:00,261.87310791015625,262.4700012207031,261.6099853515625,262.139892578125,262.139892578125,517894
2024-09-30 09:38:00-04:00,262.0299987792969,262.4800109863281,261.6000061035156,262.1600036621094,262.1600036621094,346899
2024-09-30 09:39:00-04:00,262.20001220703125,263.2297058105469,262.16009521484375,262.5050048828125,262.5050048828125,690384
2024-09-30 09:40:00-04:00,262.4849853515625,263.0299987792969,262.3699951171875,262.81500244140625,262.81500244140625,367937
2024-09-30 09:41:00-04:00,262.7699890136719,262.889892578125,262.1000061035156,262.8349914550781,262.8349914550781,383657
2024-09-30 09:42:00-04:00,262.7699890136719,263.6499938964844,262.68011474609375,263.3057861328125,263.3057861328125,573110
2024-09-30 09:43:00-04:00,263.29998779296875,263.7300109863281,263.1199951171875,263.4883117675781,263.4883117675781,401811
2024-09-30 09:44:00-04:00,263.40899658203125,264.2799987792969,263.3900146484375,264.0849914550781,264.0849914550781,568780
2024-09-30 09:45:00-04:00,264.1299133300781,264.7290954589844,263.8299865722656,264.58441162109375,264.58441162109375,569791
2024-09-30 09:46:00-04:00,264.57000732421875,264.6000061035156,264.0199890136719,264.1600036621094,264.1600036621094,406103
2024-09-30 09:47:00-04:00,264.19000244140625,264.4305114746094,263.8710021972656,263.885986328125,263.885986328125,377399
